Transaction_ID,Date,Stock_Symbol,Sector,Transaction_Type,Quantity,Price_Per_Share,Gross_Value,Brokerage,STT,Net_Value,Broker,Exchange,Currency
TXN03629,14-06-2024,MARUTI,Auto,BUY,67,11931.99,799443.33,239.83,799.44,800482.6,Zerodha,NSE,INR
TXN03630,27-03-2024,MARUTI,Auto,BUY,19,10817.53,205533.07,61.66,205.53,205800.26,HDFC Sec,NSE,INR
TXN03631,21-05-2023,SBIN,Banking,BUY,78,866.16,67560.48,20.27,67.56,67648.31,Upstox,NSE,INR
TXN03632,25-03-2023,TATAMOTORS,Auto,SELL,82,961.53,78845.46,23.65,78.85,78742.96,Angel One,NSE,INR
TXN03633,26-09-2023,RELIANCE,Energy,SELL,97,3158.03,306328.91,91.9,306.33,305930.68,Upstox,NSE,INR
TXN03634,23-05-2024,TCS,IT,SELL,27,4239.19,114458.13,34.34,114.46,114309.33,Groww,NSE,INR
TXN03635,26-03-2023,TATAMOTORS,Auto,BUY,67,1091.05,73100.35,21.93,73.1,73195.38,Groww,NSE,INR
TXN03636,20-03-2024,HDFCBANK,Banking,SELL,27,1687.16,45553.32,13.67,45.55,45494.1,HDFC Sec,NSE,INR
TXN03637,18-05-2024,TCS,IT,BUY,74,4222.17,312440.58,93.73,312.44,312846.75,HDFC Sec,NSE,INR
TXN03638,24-01-2023,TCS,IT,BUY,44,3636.87,160022.28,48.01,160.02,160230.31,HDFC Sec,NSE,INR
TXN03639,31-03-2024,MARUTI,Auto,BUY,22,12988.53,285747.66,85.72,285.75,286119.13,Angel One,NSE,INR
TXN03640,11-03-2024,MARUTI,Auto,BUY,41,10801.23,442850.43,132.86,442.85,443426.14,Angel One,NSE,INR
TXN03641,17-11-2023,MARUTI,Auto,BUY,48,11403.97,547390.56,164.22,547.39,548102.17,HDFC Sec,NSE,INR
TXN03642,13-01-2023,TATAMOTORS,Auto,SELL,97,1021.49,99084.53,29.73,99.08,98955.72,Upstox,NSE,INR
TXN03643,05-05-2023,HDFCBANK,Banking,BUY,51,1438.5,73363.5,22.01,73.36,73458.87,Zerodha,NSE,INR
TXN03644,11-01-2023,MARUTI,Auto,BUY,75,11529.24,864693,259.41,864.69,865817.1,Groww,NSE,INR
TXN03645,11-11-2023,TATAMOTORS,Auto,SELL,74,843.31,62404.94,18.72,62.4,62323.82,Groww,NSE,INR
TXN03646,13-02-2023,ICICIBANK,Banking,SELL,32,1174.49,37583.68,11.28,37.58,37534.82,HDFC Sec,NSE,INR
TXN03647,29-05-2024,RELIANCE,Energy,BUY,42,2959.67,124306.14,37.29,124.31,124467.74,Zerodha,NSE,INR
TXN03648,03-11-2023,RELIANCE,Energy,BUY,8,2618.06,20944.48,6.28,20.94,20971.7,Groww,NSE,INR
TXN03649,27-06-2024,SBIN,Banking,SELL,9,738.7,6648.3,1.99,6.65,6639.66,Angel One,NSE,INR
TXN03650,26-03-2024,HDFCBANK,Banking,BUY,52,1561.25,81185,24.36,81.19,81290.55,Zerodha,NSE,INR
TXN03651,09-09-2023,HDFCBANK,Banking,SELL,66,1712.44,113021.04,33.91,113.02,112874.11,Groww,NSE,INR
TXN03652,08-01-2023,ICICIBANK,Banking,BUY,80,1134.8,90784,27.24,90.78,90902.02,Upstox,NSE,INR
TXN03653,03-04-2023,TATAMOTORS,Auto,SELL,97,899.2,87222.4,26.17,87.22,87109.01,Upstox,NSE,INR
TXN03654,09-12-2023,WIPRO,IT,BUY,32,502.41,16077.12,4.82,16.08,16098.02,Angel One,NSE,INR
TXN03655,01-01-2024,BAJFINANCE,Finance,BUY,63,6544.94,412331.22,123.7,412.33,412867.25,Upstox,NSE,INR
TXN03656,07-02-2024,TCS,IT,BUY,38,3433.48,130472.24,39.14,130.47,130641.85,HDFC Sec,NSE,INR
TXN03657,27-04-2024,RELIANCE,Energy,BUY,66,2934.42,193671.72,58.1,193.67,193923.49,Angel One,NSE,INR
TXN03658,23-01-2024,INFY,IT,SELL,21,1727.39,36275.19,10.88,36.28,36228.03,Angel One,NSE,INR
TXN03659,01-07-2023,RELIANCE,Energy,SELL,32,2668.22,85383.04,25.61,85.38,85272.05,HDFC Sec,NSE,INR
TXN03660,12-03-2023,TCS,IT,SELL,33,3756.92,123978.36,37.19,123.98,123817.19,Angel One,NSE,INR
TXN03661,28-11-2023,TCS,IT,SELL,14,3355.91,46982.74,14.09,46.98,46921.67,Groww,NSE,INR
TXN03662,24-02-2024,ICICIBANK,Banking,SELL,82,1243.07,101931.74,30.58,101.93,101799.23,Upstox,NSE,INR
TXN03663,13-07-2023,RELIANCE,Energy,BUY,16,3199.26,51188.16,15.36,51.19,51254.71,HDFC Sec,NSE,INR
TXN03664,09-01-2023,TATAMOTORS,Auto,BUY,63,807.85,50894.55,15.27,50.89,50960.71,Upstox,NSE,INR
TXN03665,18-05-2023,INFY,IT,SELL,27,1742.97,47060.19,14.12,47.06,46999.01,HDFC Sec,NSE,INR
TXN03666,09-04-2024,TCS,IT,SELL,34,3623.06,123184.04,36.96,123.18,123023.9,Zerodha,NSE,INR
TXN03667,05-08-2023,TATAMOTORS,Auto,SELL,30,1022.67,30680.1,9.2,30.68,30640.22,Zerodha,NSE,INR
TXN03668,22-05-2024,MARUTI,Auto,SELL,6,12169.11,73014.66,21.9,73.01,72919.75,Angel One,NSE,INR
TXN03669,27-06-2023,WIPRO,IT,BUY,85,539.86,45888.1,13.77,45.89,45947.76,Groww,NSE,INR
TXN03670,04-10-2023,TATAMOTORS,Auto,SELL,36,960.43,34575.48,10.37,34.58,34530.53,Upstox,NSE,INR
TXN03671,03-12-2023,ICICIBANK,Banking,BUY,91,1086.79,98897.89,29.67,98.9,99026.46,HDFC Sec,NSE,INR
TXN03672,09-04-2024,SBIN,Banking,BUY,63,721.5,45454.5,13.64,45.45,45513.59,Upstox,NSE,INR
TXN03673,19-04-2023,HDFCBANK,Banking,BUY,55,1387.34,76303.7,22.89,76.3,76402.89,Angel One,NSE,INR
TXN03674,27-07-2023,WIPRO,IT,BUY,99,552.18,54665.82,16.4,54.67,54736.89,Upstox,NSE,INR
TXN03675,03-06-2024,HDFCBANK,Banking,BUY,98,1664.05,163076.9,48.92,163.08,163288.9,Angel One,NSE,INR
TXN03676,08-06-2024,HDFCBANK,Banking,SELL,57,1643.51,93680.07,28.1,93.68,93558.29,Groww,NSE,INR
TXN03677,05-04-2024,HDFCBANK,Banking,SELL,37,1481.22,54805.14,16.44,54.81,54733.89,Zerodha,NSE,INR
TXN03678,13-01-2023,WIPRO,IT,BUY,92,447.93,41209.56,12.36,41.21,41263.13,HDFC Sec,NSE,INR
TXN03679,08-06-2024,TCS,IT,BUY,45,4417.23,198775.35,59.63,198.78,199033.76,Angel One,NSE,INR
TXN03680,17-05-2023,RELIANCE,Energy,SELL,17,2536.48,43120.16,12.94,43.12,43064.1,Upstox,NSE,INR
TXN03681,11-03-2023,WIPRO,IT,SELL,6,553.99,3323.94,1,3.32,3319.62,Groww,NSE,INR
TXN03682,31-12-2023,HDFCBANK,Banking,BUY,79,1811.7,143124.3,42.94,143.12,143310.36,Angel One,NSE,INR
TXN03683,09-03-2023,SBIN,Banking,SELL,35,,25236.75,7.57,25.24,25203.94,Zerodha,NSE,INR
TXN03684,13-04-2023,RELIANCE,Energy,SELL,64,2974.11,190343.04,57.1,190.34,190095.6,HDFC Sec,NSE,INR
TXN03685,19-03-2023,HDFCBANK,Banking,BUY,48,1454.55,69818.4,20.95,69.82,69909.17,Zerodha,NSE,INR
TXN03686,12-04-2023,MARUTI,Auto,SELL,79,12435.2,982380.8,294.71,982.38,981103.71,Groww,NSE,INR
TXN03687,29-01-2023,INFY,IT,SELL,70,1881.59,131711.3,39.51,131.71,131540.08,HDFC Sec,NSE,INR
TXN03688,19-09-2023,TATAMOTORS,Auto,SELL,96,942.78,90506.88,27.15,90.51,90389.22,HDFC Sec,NSE,INR
TXN03689,22-03-2023,BAJFINANCE,Finance,SELL,23,6470.98,148832.54,44.65,148.83,148639.06,Angel One,NSE,INR
TXN03690,15-01-2023,WIPRO,IT,SELL,24,554.9,13317.6,4,13.32,13300.28,Upstox,NSE,INR
TXN03691,22-02-2023,HDFCBANK,Banking,BUY,13,1460.78,18990.14,5.7,18.99,19014.83,Zerodha,NSE,INR
TXN03692,12-04-2023,HDFCBANK,Banking,SELL,68,1525.46,103731.28,31.12,103.73,103596.43,Angel One,NSE,INR
TXN03693,13-02-2024,HDFCBANK,Banking,BUY,2,1401.43,2802.86,0.84,2.8,2806.5,Angel One,NSE,INR
TXN03694,02-02-2023,INFY,IT,BUY,20,1516.95,30339,9.1,30.34,30378.44,HDFC Sec,NSE,INR
TXN03695,29-02-2024,ICICIBANK,Banking,SELL,31,1333.11,41326.41,12.4,41.33,41272.68,Groww,NSE,INR
TXN03696,01-02-2023,TCS,IT,SELL,26,3983.35,103567.1,31.07,103.57,103432.46,Zerodha,NSE,INR
TXN03697,31-01-2023,ICICIBANK,Banking,SELL,78,1217.03,94928.34,28.48,94.93,94804.93,Zerodha,NSE,INR
TXN03698,13-01-2023,TCS,IT,SELL,18,3894.07,70093.26,21.03,70.09,70002.14,Zerodha,NSE,INR
TXN03699,14-07-2023,SBIN,Banking,BUY,60,741.03,44461.8,13.34,44.46,44519.6,Zerodha,NSE,INR
TXN03700,29-07-2023,SBIN,Banking,BUY,12,730.21,8762.52,2.63,8.76,8773.91,HDFC Sec,NSE,INR
TXN03701,19-03-2023,BAJFINANCE,Finance,SELL,96,7241.37,695171.52,208.55,695.17,694267.8,Angel One,NSE,INR
TXN03702,17-09-2023,SBIN,Banking,BUY,16,723.14,11570.24,3.47,11.57,11585.28,Upstox,NSE,INR
TXN03703,24-04-2023,WIPRO,IT,SELL,15,547.25,8208.75,2.46,8.21,8198.08,HDFC Sec,NSE,INR
TXN03704,07-01-2023,INFY,IT,SELL,9,1774.76,15972.84,4.79,15.97,15952.08,Angel One,NSE,INR
TXN03705,29-05-2023,WIPRO,IT,BUY,53,480.38,25460.14,7.64,25.46,25493.24,Groww,NSE,INR
TXN03706,05-01-2024,WIPRO,IT,BUY,17,478.35,8131.95,2.44,8.13,8142.52,Groww,NSE,INR
TXN03707,17-12-2023,TCS,IT,BUY,2,4073.1,8146.2,2.44,8.15,8156.79,Groww,NSE,INR
TXN03708,26-05-2023,HDFCBANK,Banking,BUY,35,1819.93,63697.55,19.11,63.7,63780.36,Zerodha,NSE,INR
TXN03709,30-04-2024,MARUTI,Auto,SELL,95,11643.49,1106131.55,331.84,1106.13,1104693.58,Groww,NSE,INR
TXN03710,06-03-2024,BAJFINANCE,Finance,BUY,27,7349.26,198430.02,59.53,198.43,198687.98,Upstox,NSE,INR
TXN03711,23-02-2024,ICICIBANK,Banking,SELL,17,1080.32,18365.44,5.51,18.37,18341.56,Zerodha,NSE,INR
TXN03712,18-05-2023,SBIN,Banking,BUY,39,834.95,32563.05,9.77,32.56,32605.38,Upstox,NSE,INR
TXN03713,25-04-2023,ICICIBANK,Banking,SELL,46,1350.72,62133.12,18.64,62.13,62052.35,Angel One,NSE,INR
TXN03714,24-11-2023,RELIANCE,Energy,BUY,14,2490.39,34865.46,10.46,34.87,34910.79,HDFC Sec,NSE,INR
TXN03715,16-03-2024,MARUTI,Auto,BUY,12,14083.2,168998.4,50.7,169,169218.1,HDFC Sec,NSE,INR
TXN03716,28-02-2024,BAJFINANCE,Finance,SELL,90,8150.87,733578.3,220.07,733.58,732624.65,Upstox,NSE,INR
TXN03717,10-05-2023,SBIN,Banking,SELL,66,823.61,54358.26,16.31,54.36,54287.59,Groww,NSE,INR
TXN03718,27-05-2024,SBIN,Banking,BUY,8,780.69,6245.52,1.87,6.25,6253.64,HDFC Sec,NSE,INR
TXN03719,07-06-2024,WIPRO,IT,BUY,34,481.23,16361.82,4.91,16.36,16383.09,Groww,NSE,INR
TXN03720,23-04-2023,SBIN,Banking,BUY,72,887.97,63933.84,19.18,63.93,64016.95,HDFC Sec,NSE,INR
TXN03721,29-03-2023,RELIANCE,Energy,BUY,80,2792.18,223374.4,67.01,223.37,223664.78,Angel One,NSE,INR
TXN03722,07-02-2024,WIPRO,IT,BUY,52,440.17,22888.84,6.87,22.89,22918.6,HDFC Sec,NSE,INR
TXN03723,13-10-2023,INFY,IT,BUY,42,1925.14,80855.88,24.26,80.86,80961,HDFC Sec,NSE,INR
TXN03724,10-02-2023,WIPRO,IT,SELL,35,511.51,17902.85,5.37,17.9,17879.58,HDFC Sec,NSE,INR
TXN03725,23-11-2023,INFY,IT,SELL,74,1549.07,114631.18,34.39,114.63,114482.16,Upstox,NSE,INR
TXN03726,22-06-2023,BAJFINANCE,Finance,BUY,92,6434.36,591961.12,177.59,591.96,592730.67,Zerodha,NSE,INR
TXN03727,01-06-2023,INFY,IT,SELL,94,1592.13,149660.22,44.9,149.66,149465.66,Zerodha,NSE,INR
TXN03728,12-08-2023,ICICIBANK,Banking,BUY,1,1378.58,1378.58,0.41,1.38,1380.37,Zerodha,NSE,INR
TXN03729,12-09-2023,RELIANCE,Energy,SELL,71,2397.32,170209.72,51.06,170.21,169988.45,Upstox,NSE,INR
TXN03730,05-01-2023,BAJFINANCE,Finance,BUY,76,7000.82,532062.32,159.62,532.06,532754,Zerodha,NSE,INR
TXN03731,05-05-2023,TATAMOTORS,Auto,BUY,99,956.01,94644.99,28.39,94.64,94768.02,Upstox,NSE,INR
TXN03732,05-04-2023,TCS,IT,BUY,1,3790.25,3790.25,1.14,3.79,3795.18,Angel One,NSE,INR
TXN03733,29-08-2023,MARUTI,Auto,BUY,81,13448.63,1089339.03,326.8,1089.34,1090755.17,Groww,NSE,INR
TXN03734,15-02-2023,SBIN,Banking,SELL,59,737.47,43510.73,13.05,43.51,43454.17,Angel One,NSE,INR
TXN03735,04-11-2023,RELIANCE,Energy,SELL,94,2835.09,266498.46,79.95,266.5,266152.01,HDFC Sec,NSE,INR
TXN03736,06-05-2024,TCS,IT,SELL,71,4418.08,313683.68,94.11,313.68,313275.89,Upstox,NSE,INR
TXN03737,11-06-2024,BAJFINANCE,Finance,BUY,7,6556.73,45897.11,13.77,45.9,45956.78,Upstox,NSE,INR
TXN03738,08-09-2023,HDFCBANK,Banking,BUY,16,1498.03,23968.48,7.19,23.97,23999.64,Angel One,NSE,INR
TXN03739,22-11-2023,TCS,IT,BUY,67,4402.6,294974.2,88.49,294.97,295357.66,Zerodha,NSE,INR
TXN03740,04-12-2023,MARUTI,Auto,SELL,48,12707.36,609953.28,182.99,609.95,609160.34,HDFC Sec,NSE,INR
TXN03741,19-01-2023,INFY,IT,BUY,40,1886.1,75444,22.63,75.44,75542.07,Groww,NSE,INR
TXN03742,12-03-2023,WIPRO,IT,BUY,86,556.65,47871.9,14.36,47.87,47934.13,Upstox,NSE,INR
TXN03743,27-02-2024,HDFCBANK,Banking,SELL,31,1534.44,47567.64,14.27,47.57,47505.8,Angel One,NSE,INR
TXN03744,18-10-2023,RELIANCE,Energy,SELL,49,2755.04,134996.96,40.5,135,134821.46,HDFC Sec,NSE,INR
TXN03745,01-06-2023,WIPRO,IT,SELL,56,565.57,31671.92,9.5,31.67,31630.75,Zerodha,NSE,INR
TXN03746,17-01-2023,TCS,IT,SELL,18,3383.52,60903.36,18.27,60.9,60824.19,Groww,NSE,INR
TXN03747,22-05-2023,TATAMOTORS,Auto,BUY,89,1066.92,94955.88,28.49,94.96,95079.33,Groww,NSE,INR
TXN03748,02-01-2023,TATAMOTORS,Auto,SELL,99,934.82,92547.18,27.76,92.55,92426.87,Groww,NSE,INR
TXN03749,27-05-2024,BAJFINANCE,Finance,SELL,68,6334.77,430764.36,129.23,430.76,430204.37,Zerodha,NSE,INR
TXN03750,23-04-2024,SBIN,Banking,BUY,42,752.19,31591.98,9.48,31.59,31633.05,Groww,NSE,INR
TXN03751,16-11-2023,ICICIBANK,Banking,SELL,25,1280.62,32015.5,9.6,32.02,31973.88,Groww,NSE,INR
TXN03752,09-01-2023,HDFCBANK,Banking,BUY,59,1544.4,91119.6,27.34,91.12,91238.06,Upstox,NSE,INR
TXN03753,06-12-2023,TCS,IT,BUY,13,,45520.54,13.66,45.52,45579.72,Zerodha,NSE,INR
TXN03754,30-06-2023,TATAMOTORS,Auto,BUY,54,840.62,45393.48,13.62,45.39,45452.49,Upstox,NSE,INR
TXN03755,28-04-2023,ICICIBANK,Banking,SELL,37,1253.79,46390.23,13.92,46.39,46329.92,Zerodha,NSE,INR
TXN03756,26-02-2023,RELIANCE,Energy,BUY,23,2770.3,63716.9,19.12,63.72,63799.74,Upstox,NSE,INR
TXN03757,11-05-2023,BAJFINANCE,Finance,BUY,7,6904.89,48334.23,14.5,48.33,48397.06,HDFC Sec,NSE,INR
TXN03758,31-01-2023,HDFCBANK,Banking,BUY,59,1630.87,96221.33,28.87,96.22,96346.42,Zerodha,NSE,INR
TXN03759,12-03-2023,INFY,IT,SELL,17,1592.76,27076.92,8.12,27.08,27041.72,Upstox,NSE,INR
TXN03760,29-06-2024,TCS,IT,SELL,84,3461.36,290754.24,87.23,290.75,290376.26,Upstox,NSE,INR
TXN03761,29-11-2023,RELIANCE,Energy,SELL,55,2798.12,153896.6,46.17,153.9,153696.53,Groww,NSE,INR
TXN03762,09-11-2023,WIPRO,IT,BUY,93,481.24,44755.32,13.43,44.76,44813.51,Groww,NSE,INR
TXN03763,04-11-2023,INFY,IT,BUY,54,2001.2,108064.8,32.42,108.06,108205.28,Angel One,NSE,INR
TXN03764,31-08-2023,RELIANCE,Energy,SELL,12,2469.94,29639.28,8.89,29.64,29600.75,Zerodha,NSE,INR
TXN03765,13-11-2023,ICICIBANK,Banking,BUY,96,1229.71,118052.16,35.42,118.05,118205.63,Angel One,NSE,INR
TXN03766,27-03-2023,INFY,IT,SELL,45,1623.72,73067.4,21.92,73.07,72972.41,Angel One,NSE,INR
TXN03767,14-04-2023,BAJFINANCE,Finance,SELL,21,7174.03,150654.63,45.2,150.65,150458.78,Groww,NSE,INR
TXN03768,08-04-2024,SBIN,Banking,SELL,24,850.87,20420.88,6.13,20.42,20394.33,Zerodha,NSE,INR
TXN03769,26-12-2023,TATAMOTORS,Auto,SELL,54,919.22,49637.88,14.89,49.64,49573.35,Angel One,NSE,INR
TXN03770,28-03-2024,INFY,IT,BUY,36,1936.86,69726.96,20.92,69.73,69817.61,Angel One,NSE,INR
TXN03771,29-04-2024,TATAMOTORS,Auto,SELL,35,933.47,32671.45,9.8,32.67,32628.98,Angel One,NSE,INR
TXN03772,01-08-2023,TCS,IT,BUY,75,4090,306750,92.02,306.75,307148.77,Upstox,NSE,INR
TXN03773,27-05-2024,RELIANCE,Energy,SELL,14,2410.66,33749.24,10.12,33.75,33705.37,HDFC Sec,NSE,INR
TXN03774,29-08-2023,SBIN,Banking,BUY,19,,17668.1,5.3,17.67,17691.07,Upstox,NSE,INR
TXN03775,11-11-2023,WIPRO,IT,BUY,40,557.69,22307.6,6.69,22.31,22336.6,Angel One,NSE,INR
TXN03776,30-03-2023,BAJFINANCE,Finance,BUY,15,7201.57,108023.55,32.41,108.02,108163.98,Upstox,NSE,INR
TXN03777,17-06-2023,BAJFINANCE,Finance,SELL,78,7831.61,610865.58,183.26,610.87,610071.45,Upstox,NSE,INR
TXN03778,14-02-2024,WIPRO,IT,BUY,23,521.45,11993.35,3.6,11.99,12008.94,Upstox,NSE,INR
TXN03779,14-04-2023,WIPRO,IT,BUY,12,531.85,6382.2,1.91,6.38,6390.49,HDFC Sec,NSE,INR
TXN03780,27-06-2024,SBIN,Banking,BUY,70,876.61,61362.7,18.41,61.36,61442.47,Groww,NSE,INR
TXN03781,28-08-2023,SBIN,Banking,SELL,86,749.03,64416.58,19.32,64.42,64332.84,Upstox,NSE,INR
TXN03782,27-05-2024,HDFCBANK,Banking,SELL,76,1540.96,117112.96,35.13,117.11,116960.72,HDFC Sec,NSE,INR
TXN03783,05-03-2024,INFY,IT,SELL,68,1867.61,126997.48,38.1,127,126832.38,HDFC Sec,NSE,INR
TXN03784,19-01-2023,RELIANCE,Energy,SELL,52,3214.18,167137.36,50.14,167.14,166920.08,Upstox,NSE,INR
TXN03785,04-04-2023,TCS,IT,BUY,6,4270.37,25622.22,7.69,25.62,25655.53,Groww,NSE,INR
TXN03786,26-03-2023,ICICIBANK,Banking,SELL,85,1160.26,98622.1,29.59,98.62,98493.89,Groww,NSE,INR
TXN03787,22-02-2023,HDFCBANK,Banking,SELL,16,1796.51,28744.16,8.62,28.74,28706.8,Upstox,NSE,INR
TXN03788,05-01-2023,MARUTI,Auto,SELL,68,13414.9,912213.2,273.66,912.21,911027.33,Groww,NSE,INR
TXN03789,24-02-2023,SBIN,Banking,SELL,92,723.07,66522.44,19.96,66.52,66435.96,Zerodha,NSE,INR
TXN03790,18-04-2023,HDFCBANK,Banking,BUY,90,1456.29,131066.1,39.32,131.07,131236.49,HDFC Sec,NSE,INR
TXN03791,24-03-2023,SBIN,Banking,BUY,76,822.33,62497.08,18.75,62.5,62578.33,Zerodha,NSE,INR
TXN03792,01-11-2023,WIPRO,IT,BUY,2,438.46,876.92,0.26,0.88,878.06,Angel One,NSE,INR
TXN03793,12-04-2023,TCS,IT,SELL,97,3596.62,348872.14,104.66,348.87,348418.61,HDFC Sec,NSE,INR
TXN03794,16-02-2023,SBIN,Banking,SELL,72,873.65,62902.8,18.87,62.9,62821.03,Zerodha,NSE,INR
TXN03795,22-02-2023,BAJFINANCE,Finance,SELL,20,7918.15,158363,47.51,158.36,158157.13,HDFC Sec,NSE,INR
TXN03796,22-04-2024,WIPRO,IT,SELL,83,448.57,37231.31,11.17,37.23,37182.91,HDFC Sec,NSE,INR
TXN03797,20-03-2023,ICICIBANK,Banking,BUY,2,1365.55,2731.1,0.82,2.73,2734.65,Groww,NSE,INR
TXN03798,03-05-2023,SBIN,Banking,BUY,44,771.3,33937.2,10.18,33.94,33981.32,Zerodha,NSE,INR
TXN03799,19-06-2024,SBIN,Banking,SELL,72,912.7,65714.4,19.71,65.71,65628.98,Zerodha,NSE,INR
TXN03800,21-08-2023,SBIN,Banking,BUY,60,721.94,43316.4,12.99,43.32,43372.71,Angel One,NSE,INR
TXN03801,29-01-2023,TCS,IT,SELL,14,4421.23,61897.22,18.57,61.9,61816.75,HDFC Sec,NSE,INR
TXN03802,08-06-2023,TATAMOTORS,Auto,SELL,79,839.15,66292.85,19.89,66.29,66206.67,Groww,NSE,INR
TXN03803,15-09-2023,HDFCBANK,Banking,SELL,98,1705.95,167183.1,50.15,167.18,166965.77,,NSE,INR
TXN03804,11-05-2024,SBIN,Banking,BUY,69,876.8,60499.2,18.15,60.5,60577.85,Upstox,NSE,INR
TXN03805,08-01-2023,HDFCBANK,Banking,BUY,54,1396.59,75415.86,22.62,75.42,75513.9,Groww,NSE,INR
TXN03806,27-12-2023,WIPRO,IT,SELL,87,517.2,44996.4,13.5,45,44937.9,Angel One,NSE,INR
TXN03807,28-10-2023,TATAMOTORS,Auto,SELL,22,816.47,17962.34,5.39,17.96,17938.99,Groww,NSE,INR
TXN03808,16-06-2023,INFY,IT,BUY,51,1599.48,81573.48,24.47,81.57,81679.52,Zerodha,NSE,INR
TXN03809,27-12-2023,BAJFINANCE,Finance,SELL,50,7281.22,364061,109.22,364.06,363587.72,Angel One,NSE,INR
TXN03810,03-02-2024,WIPRO,IT,BUY,61,494.46,30162.06,9.05,30.16,30201.27,Angel One,NSE,INR
TXN03811,09-09-2023,ICICIBANK,Banking,BUY,80,1069.96,85596.8,25.68,85.6,85708.08,HDFC Sec,NSE,INR
TXN03812,26-11-2023,ICICIBANK,Banking,BUY,19,1302.69,24751.11,7.43,24.75,24783.29,Zerodha,NSE,INR
TXN03813,02-02-2024,TCS,IT,BUY,39,4296.31,167556.09,50.27,167.56,167773.92,Zerodha,NSE,INR
TXN03814,22-07-2023,RELIANCE,Energy,BUY,2,2783.49,5566.98,1.67,5.57,5574.22,Upstox,NSE,INR
TXN03815,10-06-2023,RELIANCE,Energy,SELL,84,3202.55,269014.2,80.7,269.01,268664.49,Upstox,NSE,INR
TXN03816,16-08-2023,HDFCBANK,Banking,BUY,89,1718.57,152952.73,45.89,152.95,153151.57,HDFC Sec,NSE,INR
TXN03817,14-08-2023,INFY,IT,BUY,38,1638.99,62281.62,18.68,62.28,62362.58,Zerodha,NSE,INR
TXN03818,18-03-2023,RELIANCE,Energy,SELL,14,2633.2,36864.8,11.06,36.86,36816.88,Zerodha,NSE,INR
TXN03819,14-04-2023,ICICIBANK,Banking,BUY,6,1362.16,8172.96,2.45,8.17,8183.58,Upstox,NSE,INR
TXN03820,02-02-2024,TCS,IT,SELL,93,3756.16,349322.88,104.8,349.32,348868.76,Upstox,NSE,INR
TXN03821,04-12-2023,BAJFINANCE,Finance,BUY,32,7553.51,241712.32,72.51,241.71,242026.54,Groww,NSE,INR
TXN03822,30-11-2023,WIPRO,IT,BUY,12,517.64,6211.68,1.86,6.21,6219.75,Zerodha,NSE,INR
TXN03823,06-03-2024,TCS,IT,SELL,36,4345.14,156425.04,46.93,156.43,156221.68,Upstox,NSE,INR
TXN03824,06-05-2023,INFY,IT,SELL,75,1745.06,130879.5,39.26,130.88,130709.36,Upstox,NSE,INR
TXN03825,24-04-2023,SBIN,Banking,SELL,44,748.47,32932.68,9.88,32.93,32889.87,Groww,NSE,INR
TXN03826,04-12-2023,TATAMOTORS,Auto,SELL,58,1027.07,59570.06,17.87,59.57,59492.62,Zerodha,NSE,INR
TXN03827,02-06-2024,INFY,IT,SELL,48,1610.46,77302.08,23.19,77.3,77201.59,Zerodha,NSE,INR
TXN03828,16-02-2023,ICICIBANK,Banking,SELL,20,1179.18,23583.6,7.08,23.58,23552.94,HDFC Sec,NSE,INR
TXN03829,20-01-2023,SBIN,Banking,SELL,94,727.57,68391.58,20.52,68.39,68302.67,Groww,NSE,INR
TXN03830,14-10-2023,WIPRO,IT,SELL,56,553.88,31017.28,9.31,31.02,30976.95,Angel One,NSE,INR
TXN03831,08-03-2023,SBIN,Banking,SELL,5,802.36,4011.8,1.2,4.01,4006.59,Angel One,NSE,INR
TXN03832,27-05-2024,TCS,IT,BUY,27,3346.96,90367.92,27.11,90.37,90485.4,,NSE,INR
TXN03833,28-06-2024,TCS,IT,SELL,34,3738.13,127096.42,38.13,127.1,126931.19,Groww,NSE,INR
TXN03834,11-04-2023,SBIN,Banking,BUY,8,849.99,6799.92,2.04,6.8,6808.76,Angel One,NSE,INR
TXN03835,10-07-2023,ICICIBANK,Banking,BUY,30,1158.74,34762.2,10.43,34.76,34807.39,Angel One,NSE,INR
TXN03836,15-04-2024,WIPRO,IT,SELL,39,559.16,21807.24,6.54,21.81,21778.89,Groww,NSE,INR
TXN03837,07-12-2023,BAJFINANCE,Finance,BUY,73,6141.1,448300.3,134.49,448.3,448883.09,Upstox,NSE,INR
TXN03838,06-04-2024,BAJFINANCE,Finance,BUY,52,7494.59,389718.68,116.92,389.72,390225.32,Groww,NSE,INR
TXN03839,04-04-2024,TATAMOTORS,Auto,BUY,39,954.62,37230.18,11.17,37.23,37278.58,Angel One,NSE,INR
TXN03840,22-01-2024,BAJFINANCE,Finance,SELL,2,6568.93,13137.86,3.94,13.14,13120.78,Groww,NSE,INR
TXN03841,13-12-2023,INFY,IT,BUY,9,1738.57,15647.13,4.69,15.65,15667.47,Groww,NSE,INR
TXN03842,03-03-2024,TATAMOTORS,Auto,SELL,52,1083.07,56319.64,16.9,56.32,56246.42,Groww,NSE,INR
TXN03843,31-05-2024,ICICIBANK,Banking,SELL,28,1268.28,35511.84,10.65,35.51,35465.68,Angel One,NSE,INR
TXN03844,27-09-2023,MARUTI,Auto,BUY,86,10820.44,930557.84,279.17,930.56,931767.57,HDFC Sec,NSE,INR
